通用规范字ID,字头,结构,部件,偏旁变体,部首,拼音与部件名称,笔画数,笔顺,笔顺提示
1174,受,上下,"爫,冖,又",,爫,shòu,8,0000000000000000034434554,
1175,乳,左右,"孚,乚",,乛,rǔ,8,0000000000000000034435215,
1176,贪,上下,"今,贝",,人,tān,8,0000000000000000034452534,
1177,念,上下,"今,心",,心,niàn,8,0000000000000000034454544,
1178,贫,上下,"分,贝",,八,pín,8,0000000000000000034532534,
1179,忿,上下,"分,心",,八,fèn,8,0000000000000000034534544,
1180,肤,左右,"月,夫",,月,fū,8,0000000000000000035111134,
1181,肺,左右,"月,巿",,月,fèi,8,0000000000000000035111252,
1182,肢,左右,"月,支",,月,zhī,8,0000000000000000035111254,
1183,肿,左右,"月,中",,月,zhǒng,8,0000000000000000035112512,
1184,胀,左右,"月,长",,月,zhàng,8,0000000000000000035113154,右面的“长”第一笔是撇，不是横。
1185,朋,左右,"月,月",,月,péng,8,0000000000000000035113511,
1186,股,左右,"月,殳",,月,gǔ,8,0000000000000000035113554,
1187,肮,左右,"月,亢",,月,āng,8,0000000000000000035114135,
1188,肪,左右,"月,方",,月,fáng,8,0000000000000000035114153,右面的“方”第三笔是横折钩，不是撇。
1189,肥,左右,"月,巴",,月,féi,8,0000000000000000035115215,
1190,服,左右,"月,𠬝",,月,fú/fù,8,0000000000000000035115254,第五笔是横折钩，不是竖。
1191,胁,左右,"月,办",,月,xié,8,0000000000000000035115344,
1192,周,半包围,"⺆,𠮷",,⺆,zhōu,8,0000000000000000035121251,
1193,昏,上下,"氏,日",,氏,hūn,8,0000000000000000035152511,
1194,鱼,上下,"⺈,田,一",,鱼,yú,8,0000000000000000035251211,
1195,兔,上下,"免,丶",,,tù,8,0000000000000000035251354,
1196,狐,左右,"犭,瓜",,犭,hú,8,0000000000000000035333544,
1197,忽,上下,"勿,心",,心,hū,8,0000000000000000035334544,
1198,狗,左右,"犭,句",,犭,gǒu,8,0000000000000000035335251,
1199,狞,左右,"犭,宁",,犭,níng,8,0000000000000000035344512,
1200,备,上下,"夂,田",,夂,bèi,8,0000000000000000035425121,
1201,饰,左右,"饣,饰_4_8",,饣,shì,8,0000000000000000035531252,
1202,饱,左右,"饣,包",,饣,bǎo,8,0000000000000000035535515,
1203,饲,左右,"饣,司",,饣,sì,8,0000000000000000035551251,
1204,变,上下,"峦_1_6,又",,又,biàn,8,0000000000000000041223454,
1205,京,上下,"高_1_5,小",,亠,jīng,8,0000000000000000041251234,
1206,享,上下,"高_1_5,子",,亠,xiǎng,8,0000000000000000041251521,
1207,庞,半包围,"广,龙",,广,páng,8,0000000000000000041313534,
1208,店,半包围,"广,占",,广,diàn,8,0000000000000000041321251,
1209,夜,上下,"亠,亻,夜_5_8",,亠,yè,8,0000000000000000041323544,
1210,庙,半包围,"广,由",,广,miào,8,0000000000000000041325121,
1211,府,半包围,"广,付",,广,fǔ,8,0000000000000000041332124,
1212,底,半包围,"广,氐",,广,dǐ,8,0000000000000000041335154,
1213,疟,半包围,"疒,虐_7_9",,疒,nüè/yào,8,0000000000000000041341151,
1214,疙,半包围,"疒,乞",,疒,gē,8,0000000000000000041341315,
1215,疚,半包围,"疒,久",,疒,jiù,8,0000000000000000041341354,
1216,剂,左右,"齐,刂",,齐,jì,8,0000000000000000041343222,
1217,卒,上下,"𠅃,十",,亠,zú/cù,8,0000000000000000041343412,
1218,郊,左右,"交,阝",,右阝,jiāo,8,0000000000000000041343452,
1219,庚,半包围,"广,尹_1_3,人",,广,gēng,8,0000000000000000041351134,
1220,废,半包围,"广,发",,广,fèi,8,0000000000000000041353544,
1221,净,左右,"冫,争",,冫,jìng,8,0000000000000000041355112,
1222,盲,上下,"亡,目",,目,máng,8,0000000000000000041525111,
1223,放,左右,"方,攵",,方,fàng,8,0000000000000000041533134,左面的“方”第三笔是横折钩，不是撇。
1224,刻,左右,"亥,刂",,刂,kè,8,0000000000000000041533422,
1225,育,上下,"𠫓,月",,⺝,yù,8,0000000000000000041542511,
1226,氓,左右,"亡,民",,亠,máng/méng,8,0000000000000000041551515,
1227,闸,半包围,"门,甲",,门,zhá,8,0000000000000000042525112,
1228,闹,半包围,"门,市",,门,nào,8,0000000000000000042541252,
1229,郑,左右,"关,阝",,右阝,zhèng,8,0000000000000000043113452,
1230,券,上下,"龹,刀",,刀,quàn,8,0000000000000000043113453,
1231,卷,上下,"龹,㔾",,㔾,juǎn/juàn,8,0000000000000000043113455,
1232,单,上下,"",,丷,dān/chán/shàn,8,0000000000000000043251112,
1233,炬,左右,"火,巨",,火,jù,8,0000000000000000043341515,左面的“火”第一笔是点，不是撇。右面的“巨”第二笔是横折，不是竖折。
1234,炒,左右,"火,少",,火,chǎo,8,0000000000000000043342343,左面的“火”第一笔是点，不是撇。
1235,炊,左右,"火,欠",,火,chuī,8,0000000000000000043343534,左面的“火”第一笔是点，不是撇。
1236,炕,左右,"火,亢",,火,kàng,8,0000000000000000043344135,左面的“火”第一笔是点，不是撇。
1237,炎,上下,"火,火",,火,yán,8,0000000000000000043344334,第一笔是点，不是撇。
1238,炉,左右,"火,户",,火,lú,8,0000000000000000043344513,左面的“火”第一笔是点，不是撇。
1239,沫,左右,"氵,末",,氵,mò,8,0000000000000000044111234,
1240,浅,左右,"氵,戋",,氵,qiǎn,8,0000000000000000044111534,
1241,法,左右,"氵,去",,氵,fǎ,8,0000000000000000044112154,
1242,泄,左右,"氵,世",,氵,xiè,8,0000000000000000044112215,
1243,沽,左右,"氵,古",,氵,gū,8,0000000000000000044112251,
1244,河,左右,"氵,可",,氵,hé,8,0000000000000000044112512,
1245,沾,左右,"氵,占",,氵,zhān,8,0000000000000000044121251,
1246,泪,左右,"氵,目",,氵,lèi,8,0000000000000000044125111,
1247,沮,左右,"氵,且",,氵,jǔ,8,0000000000000000044125111,
1248,油,左右,"氵,由",,氵,yóu,8,0000000000000000044125121,
1249,泊,左右,"氵,白",,氵,bó/pō,8,0000000000000000044132511,
1250,沿,左右,"氵,沿_4_8",,氵,yán,8,0000000000000000044135251,
1251,泡,左右,"氵,包",,氵,pào/pāo,8,0000000000000000044135515,
1252,注,左右,"氵,主",,氵,zhù,8,0000000000000000044141121,
1253,泣,左右,"氵,立",,氵,qì,8,0000000000000000044141431,
1254,泞,左右,"氵,宁",,氵,nìng,8,0000000000000000044144512,
1255,泻,左右,"氵,写",,氵,xiè,8,0000000000000000044145151,
1256,泌,左右,"氵,必",,氵,mì/bì,8,0000000000000000044145434,右面的“必”第三笔是点，不是撇。
1257,泳,左右,"氵,永",,氵,yǒng,8,0000000000000000044145534,
1258,泥,左右,"氵,尼",,氵,ní/nì,8,0000000000000000044151335,右面的“匕”第一笔是撇，不是竖弯钩。
1259,沸,左右,"氵,弗",,氵,fèi,8,0000000000000000044151532,
1260,沼,左右,"氵,召",,氵,zhǎo,8,0000000000000000044153251,
1261,波,左右,"氵,皮",,氵,bō,8,0000000000000000044153254,
1262,泼,左右,"氵,发",,氵,pō,8,0000000000000000044153544,
1263,泽,左右,"氵,𠬤",,氵,zé,8,0000000000000000044154112,
1264,治,左右,"氵,台",,氵,zhì,8,0000000000000000044154251,
1265,怔,左右,"忄,正",,忄,zhēng/zhèng,8,0000000000000000044212121,
1266,怯,左右,"忄,去",,忄,qiè,8,0000000000000000044212154,
1267,怖,左右,"忄,布",,忄,bù,8,0000000000000000044213252,
1268,性,左右,"忄,生",,忄,xìng,8,0000000000000000044231121,
1269,怕,左右,"忄,白",,忄,pà,8,0000000000000000044232511,
1270,怜,左右,"忄,令",,忄,lián,8,0000000000000000044234454,
1271,怪,左右,"忄,圣",,忄,guài,8,0000000000000000044254121,
1272,怡,左右,"忄,台",,忄,yí,8,0000000000000000044254251,
1273,学,上下,"学_1_5,子",,子,xué,8,0000000000000000044345521,
1274,宝,上下,"宀,玉",,宀,bǎo,8,0000000000000000044511214,
1275,宗,上下,"宀,示",,宀,zōng,8,0000000000000000044511234,
1276,定,上下,"宀,𤴓",,宀,dìng,8,0000000000000000044512134,
1277,宠,上下,"宀,龙",,宀,chǒng,8,0000000000000000044513534,
1278,宜,上下,"宀,且",,宀,yí,8,0000000000000000044525111,
1279,审,上下,"宀,申",,宀,shěn,8,0000000000000000044525112,
1280,宙,上下,"宀,由",,宀,zhòu,8,0000000000000000044525121,
1281,官,上下,"宀,㠯",,宀,guān,8,0000000000000000044525151,
1282,空,上下,"穴,工",,穴,kōng/kòng,8,0000000000000000044534121,
1283,帘,上下,"穴,巾",,穴,lián,8,0000000000000000044534252,
1284,宛,上下,"宀,夗",,宀,wǎn,8,0000000000000000044535455,
1285,实,上下,"宀,头",,宀,shí,8,0000000000000000044544134,
1286,试,左右,"讠,式",,讠,shì,8,0000000000000000045112154,
1287,郎,左右,"郎_1_6,阝",,右阝,láng,8,0000000000000000045115452,
1288,诗,左右,"讠,寺",,讠,shī,8,0000000000000000045121124,
1289,肩,半包围,"户,月",,户,jiān,8,0000000000000000045132511,
1290,房,半包围,"户,方",,户,fáng,8,0000000000000000045134153,里面的“方”第三笔是横折钩，不是撇。
1291,诚,左右,"讠,成",,讠,chéng,8,0000000000000000045135534,
1292,衬,左右,"衤,寸",,衤,chèn,8,0000000000000000045234124,
1293,衫,左右,"衤,彡",,衤,shān,8,0000000000000000045234333,
1294,视,左右,"礻,见",,礻,shì,8,0000000000000000045242535,
1295,祈,左右,"礻,斤",,礻,qí,8,0000000000000000045243312,
1296,话,左右,"讠,舌",,讠,huà,8,0000000000000000045312251,
1297,诞,左右,"讠,延",,讠,dàn,8,0000000000000000045321554,
1298,诡,左右,"讠,危",,讠,guǐ,8,0000000000000000045351355,
1299,询,左右,"讠,旬",,讠,xún,8,0000000000000000045352511,
1300,该,左右,"讠,亥",,讠,gāi,8,0000000000000000045415334,
1301,详,左右,"讠,羊",,讠,xiáng,8,0000000000000000045431112,
1302,建,半包围,"廴,聿",,廴,jiàn,8,0000000000000000051111254,
1303,肃,独体,"",,肀,sù,8,0000000000000000051123234,
1304,录,上下,"彐,氺",,"录[1,3]",lù,8,0000000000000000051124134,
1305,隶,独体,"尹_1_3,氺",,隶,lì,8,0000000000000000051124134,
1306,帚,上下,"彐,冖,巾",,彐,zhǒu,8,0000000000000000051145252,
1307,屉,半包围,"尸,世",,尸,tì,8,0000000000000000051312215,
1308,居,半包围,"尸,古",,尸,jū,8,0000000000000000051312251,
1309,届,半包围,"尸,由",,尸,jiè,8,0000000000000000051325121,
1310,刷,左右,"𡰯,刂",,刂,shuā/shuà,8,0000000000000000051325222,
1311,屈,半包围,"尸,出",,尸,qū,8,0000000000000000051352252,里面的“出”第一笔是竖折，不是竖。
1312,弧,左右,"弓,瓜",,弓,hú,8,0000000000000000051533544,
1313,弥,左右,"弓,尔",,弓,mí,8,0000000000000000051535234,
1314,弦,左右,"弓,玄",,弓,xián,8,0000000000000000051541554,
1315,承,独体,"",,乛,chéng,8,0000000000000000052111534,
1316,孟,上下,"子,皿",,子,mèng,8,0000000000000000052125221,
1317,陋,左右,"阝,陋_3_8",,左阝,lòu,8,0000000000000000052125345,
1318,陌,左右,"阝,百",,左阝,mò,8,0000000000000000052132511,
1319,孤,左右,"子,瓜",,子,gū,8,0000000000000000052133544,
1320,陕,左右,"阝,夹",,左阝,shǎn,8,0000000000000000052143134,
1321,降,左右,"阝,夅",,左阝,jiàng/xiáng,8,0000000000000000052354152,
1322,函,半包围,"乛,氺,凵",,凵,hán,8,0000000000000000052413452,
1323,限,左右,"阝,艮",,左阝,xiàn,8,0000000000000000052511534,
1324,妹,左右,"女,未",,女,mèi,8,0000000000000000053111234,左面的“女”第一笔是撇点，不是横。
1325,姑,左右,"女,古",,女,gū,8,0000000000000000053112251,左面的“女”第一笔是撇点，不是横。
1326,姐,左右,"女,且",,女,jiě,8,0000000000000000053125111,左面的“女”第一笔是撇点，不是横。
1327,姓,左右,"女,生",,女,xìng,8,0000000000000000053131121,左面的“女”第一笔是撇点，不是横。
1328,妮,左右,"女,尼",,女,nī,8,0000000000000000053151335,左面的“女”第一笔是撇点，不是横。右面的“匕”第一笔是撇，不是竖弯钩。
1329,始,左右,"女,台",,女,shǐ,8,0000000000000000053154251,左面的“女”第一笔是撇点，不是横。
1330,姆,左右,"女,母",,女,mǔ,8,0000000000000000053155414,左面的“女”第一笔是撇点，不是横。右面的“母”第三笔是点，不是横。
1331,迢,半包围,"召,辶",,辶,tiáo,8,0000000000000000053251454,
1332,驾,上下,"加,马",,马,jià,8,0000000000000000053251551,
1333,叁,上下,"厶,大,三",,厶,sān,8,0000000000000000054134111,
1334,参,上下,"厶,大,彡",,厶,cān/cēn/shēn,8,0000000000000000054134333,
1335,艰,左右,"又,艮",,又,jiān,8,0000000000000000054511534,
1336,线,左右,"纟,戋",,纟,xiàn,8,0000000000000000055111534,
1337,练,左右,"纟,拣_4_8",,纟,liàn,8,0000000000000000055115534,
1338,组,左右,"纟,且",,纟,zǔ,8,0000000000000000055125111,
1339,绅,左右,"纟,申",,纟,shēn,8,0000000000000000055125112,
1340,细,左右,"纟,田",,纟,xì,8,0000000000000000055125121,
1341,驶,左右,"马,史",,马,shǐ,8,0000000000000000055125134,
1342,织,左右,"纟,只",,纟,zhī,8,0000000000000000055125134,
1343,驹,左右,"马,句",,马,jū,8,0000000000000000055135251,
1344,终,左右,"纟,冬",,纟,zhōng,8,0000000000000000055135444,
1345,驻,左右,"马,主",,马,zhù,8,0000000000000000055141121,
1346,绊,左右,"纟,半",,纟,bàn,8,0000000000000000055143112,
1347,驼,左右,"马,它",,马,tuó,8,0000000000000000055144535,右面的“匕”第一笔是撇，不是竖弯钩。
1348,绍,左右,"纟,召",,纟,shào,8,0000000000000000055153251,
1349,绎,左右,"纟,𠬤",,纟,yì,8,0000000000000000055154112,
1350,经,左右,"纟,𢀖",,纟,jīng,8,0000000000000000055154121,
1351,贯,上下,"毌,贝",,贝,guàn,8,0000000000000000055212534,第一笔是竖折，不是竖。
1352,契,上下,"㓞,大",,大,qì,9,0000000000000000111253134,
1353,贰,半包围,"弍,贝",,弋,èr,9,0000000000000000111253454,
1354,奏,上下,"𡗗,天",,一,zòu,9,0000000000000000111341134,
1355,春,上下,"𡗗,日",,日,chūn,9,0000000000000000111342511,
1356,帮,上下,"邦,巾",,巾,bāng,9,0000000000000000111352252,
1357,玷,左右,"王,占",,王,diàn,9,0000000000000000112121251,
1358,珍,左右,"王,㐱",,王,zhēn,9,0000000000000000112134333,
1359,玲,左右,"王,令",,王,líng,9,0000000000000000112134454,
1360,珊,左右,"王,册",,王,shān,9,0000000000000000112135351,
1361,玻,左右,"王,皮",,王,bō,9,0000000000000000112153254,
1362,毒,上下,"龶,母",,母,dú,9,0000000000000000112155414,下面的“母”第三笔是点，不是横。
1363,型,上下,"刑,土",,土,xíng,9,0000000000000000113222121,
1364,拭,左右,"扌,式",,扌,shì,9,0000000000000000121112154,
1365,挂,左右,"扌,圭",,扌,guà,9,0000000000000000121121121,
1366,封,左右,"圭,寸",,寸,fēng,9,0000000000000000121121124,
1367,持,左右,"扌,寺",,扌,chí,9,0000000000000000121121124,
1368,拷,左右,"扌,考",,扌,kǎo,9,0000000000000000121121315,
1369,拱,左右,"扌,共",,扌,gǒng,9,0000000000000000121122134,
1370,项,左右,"工,页",,工,xiàng,9,0000000000000000121132534,
1371,垮,左右,"土,夸",,土,kuǎ,9,0000000000000000121134115,
1372,挎,左右,"扌,夸",,扌,kuà,9,0000000000000000121134115,
1373,城,左右,"土,成",,土,chéng,9,0000000000000000121135534,
1374,挟,左右,"扌,夹",,扌,xié,9,0000000000000000121143134,
1375,挠,左右,"扌,尧",,扌,náo,9,0000000000000000121153135,
1376,政,左右,"正,攵",,攵,zhèng,9,0000000000000000121213134,
1377,赴,半包围,"走,卜",,走,fù,9,0000000000000000121213424,
1378,赵,半包围,"走,㐅",,走,zhào,9,0000000000000000121213434,
1379,挡,左右,"扌,当",,扌,dǎng,9,0000000000000000121243511,
1380,拽,左右,"扌,曳",,扌,zhuài/zhuāi,9,0000000000000000121251153,
1381,哉,半包围,"𢦏,口",,口,zāi,9,0000000000000000121251534,
1382,挺,左右,"扌,廷",,扌,tǐng,9,0000000000000000121312154,
1383,括,左右,"扌,舌",,扌,kuò/guā,9,0000000000000000121312251,
1384,垢,左右,"土,后",,土,gòu,9,0000000000000000121331251,
1385,拴,左右,"扌,全",,扌,shuān,9,0000000000000000121341121,
1386,拾,左右,"扌,合",,扌,shí/shè,9,0000000000000000121341251,
1387,挑,左右,"扌,兆",,扌,tiāo/tiǎo,9,0000000000000000121341534,
1388,垛,左右,"土,朵",,土,duǒ/duò,9,0000000000000000121351234,
1389,指,左右,"扌,旨",,扌,zhǐ,9,0000000000000000121352511,右面的“匕”第一笔是撇，不是竖弯钩。
1390,垫,上下,"执,土",,土,diàn,9,0000000000000000121354121,上面的“执”第四笔是撇，不是横斜钩。
1391,挣,左右,"扌,争",,扌,zhēng/zhèng,9,0000000000000000121355112,
1392,挤,左右,"扌,齐",,扌,jǐ,9,0000000000000000121413432,
1393,拼,左右,"扌,并",,扌,pīn,9,0000000000000000121431132,
1394,挖,左右,"扌,穵",,扌,wā,9,0000000000000000121445345,
1395,按,左右,"扌,安",,扌,àn,9,0000000000000000121445531,右面的“女”第一笔是撇点，不是横。
1396,挥,左右,"扌,军",,扌,huī,9,0000000000000000121451512,右面的“车”最后一笔是竖，不是横。
1397,挪,左右,"扌,那",,扌,nuó,9,0000000000000000121511352,
1398,拯,左右,"扌,丞",,扌,zhěng,9,0000000000000000121525341,
1399,某,上下,"甘,木",,甘,mǒu,9,0000000000000000122111234,
1400,甚,上下,"",,一,shèn,9,0000000000000000122111345,
1401,荆,左右,"艹,刑",,刂,jīng,9,0000000000000000122113222,
1402,茸,上下,"艹,耳",,艹,róng,9,0000000000000000122122111,
1403,革,独体,"",,革,gé,9,0000000000000000122125112,
1404,茬,上下,"艹,在",,艹,chá,9,0000000000000000122132121,
1405,荐,上下,"艹,存",,艹,jiàn,9,0000000000000000122132521,
1406,巷,上下,"共,巳",,巳,xiàng/hàng,9,0000000000000000122134515,
1407,带,上下,"卅,冖,巾",,巾,dài,9,0000000000000000122245252,
1408,草,上下,"艹,早",,艹,cǎo,9,0000000000000000122251112,
1409,茧,上下,"艹,虫",,艹,jiǎn,9,0000000000000000122251214,
1410,茵,上下,"艹,因",,艹,yīn,9,0000000000000000122251341,
1411,茶,上下,"艹,茶_4_9",,艹,chá,9,0000000000000000122341234,
1412,荒,上下,"艹,巟",,艹,huāng,9,0000000000000000122415325,
1413,茫,上下,"艹,汒",,艹,máng,9,0000000000000000122441415,
1414,荡,上下,"艹,汤",,艹,dàng,9,0000000000000000122441533,
1415,荣,上下,"𫇦,木",,艹,róng,9,0000000000000000122451234,
1416,荤,上下,"艹,军",,艹,hūn,9,0000000000000000122451512,下面的“车”最后一笔是竖，不是横。
1417,荧,上下,"𫇦,火",,艹,yíng,9,0000000000000000122454334,下面的“火”第一笔是点，不是撇。
1418,故,左右,"古,攵",,攵,gù,9,0000000000000000122513134,
1419,胡,左右,"古,月",,月,hú,9,0000000000000000122513511,
1420,荫,上下,"艹,阴",,艹,yìn,9,0000000000000000122523511,
1421,荔,上下,"艹,劦",,艹,lì,9,0000000000000000122535353,
1422,南,上下,"",,十,nán,9,0000000000000000122543112,
1423,药,上下,"艹,约",,艹,yào,9,0000000000000000122551354,
1424,标,左右,"木,示",,木,biāo,9,0000000000000000123411234,
1425,栈,左右,"木,戋",,木,zhàn,9,0000000000000000123411534,
1426,柑,左右,"木,甘",,木,gān,9,0000000000000000123412211,
1427,枯,左右,"木,古",,木,kū,9,0000000000000000123412251,
1428,柄,左右,"木,丙",,木,bǐng,9,0000000000000000123412534,
